"","x"
"1355",93541.1975774816
"1356",239603.432653465
"1357",165977.150726123
"1358",135947.29665268
"1359",199657.119306146
"1360",140383.109059145
"1361",96670.5074008613
"1362",170111.824379902
"1363",386934.978349146
"1364",177825.851831359
"1365",149548.112811034
"1366",133165.916644087
"1367",139606.193347027
"1368",216671.16559515
"1369",220956.871481214
"1370",235440.562628417
"1371",168482.270354445
"1372",250753.068056039
"1373",298464.847765781
"1374",226122.943566836
"1375",215162.993723701
"1376",194732.273131984
"1377",159836.620230836
"1378",154944.000339496
"1379",175442.220350754
"1380",202049.515878336
"1381",196829.50869499
"1382",223334.762877958
"1383",149364.700661684
"1384",174561.622186943
"1385",125909.868273607
"1386",205134.282361134
"1387",218695.706619862
"1388",206217.616713376
"1389",196078.265092955
"1390",274070.046675992
"1391",203005.895073522
"1392",233039.560537347
"1393",238077.617743209
"1394",134063.055791449
"1395",196818.255676012
"1396",200747.178096502
"1397",188125.318393142
"1398",201138.13371794
"1399",106922.241487917
"1400",131281.340732012
"1401",120822.050448112
"1402",183314.305989638
"1403",130810.264787166
"1404",244952.066946628
"1405",137364.805420545
"1406",138971.946311272
"1407",105228.549885838
"1408",95863.8965498447
"1409",104798.050904386
"1410",109812.133458557
"1411",82780.7540195757
"1412",61809.2969462951
"1413",95492.6095395421
"1414",145552.701430387
"1415",117894.298598194
"1416",160400.395235836
"1417",149990.017387095
"1418",178606.172573912
"1419",144913.783302934
"1420",107139.433398359
"1421",153172.619058091
"1422",188350.998234829
"1423",191050.198299208
"1424",169708.645882798
"1425",182538.888643124
"1426",241432.333430706
"1427",98193.0934576746
"1428",140904.012226894
"1429",62121.2701995863
"1430",86534.4682713277
"1431",144900.594215683
"1432",35886.0538074117
"1433",60840.8473858261
"1434",45718.5005578192
"1435",373024.163894351
"1436",296592.787567345
"1437",204457.847311655
"1438",127920.640851969
"1439",198030.032811166
"1440",160395.451710641
"1441",198644.729540753
"1442",154524.212336737
"1443",321974.385675479
"1444",347377.574919882
"1445",41728.1938437398
"1446",196193.042996994
"1447",101405.07132213
"1448",125678.489326337
"1449",131806.807074165
"1450",80406.5076662633
"1451",81217.1471555063
"1452",151540.673222724
"1453",78457.7927455733
"1454",77332.8747223025
"1455",84285.9260020607
"1456",79923.5685274244
"1457",172023.053359574
"1458",117066.798481291
"1459",219814.766122008
